record_id,title_abstract_decision,exclusion_reason,rationale
R6BD89B63A7BC,exclude,E01,"Sociological/administrative study titled ""'Reintegration' of Ex-combatants and Former Fighters: a lens into state formation and citizenship in Namibia"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R417582DD6EC5,exclude,E01,"Sociological/administrative study titled ""Charter Schools and Urban Regimes in Neoliberal Context: Making Workers and New Spaces in Metropolitan Atlanta"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R86B7F0C888BF,exclude,E01,"Sociological/administrative study titled ""Natural Resource Access and Interracial Associations: Black and White Subsistence Fishing in the Mississippi Delta"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RE4E35FFFE5BE,exclude,E01,"Sociological/administrative study titled ""Debating the State in Private Housing Neighborhoods: The Governance of Homeowners' Associations in Urban Shanghai"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RFD9F8B8F8E2B,exclude,E01,"Sociological/administrative study titled ""Japan's Ministry of Finance and the Politics of Complicity"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R90B3A186D6D8,exclude,E03,"Discusses the informal sector's role in urban environmental services including informal water vending and garbage collection in developing countries, but examines labor/economic structure rather than any legal, administrative, or regulatory factor affecting household water access."
RCEF1353A0F1E,exclude,E01,"Sociological/administrative study titled ""Report from the Field: Left Media and Left Think Tanks -- Foundation-Managed Protest?"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RE5704FF8022B,exclude,E01,"Sociological/administrative study titled ""Power and work: The development of work as a civilizing process in examples of fictional literature"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R920873035CB9,exclude,E01,"Sociological/administrative study titled ""Gender and Power Relations in a Bureaucratic Context: Female Immigrants from Ethiopia in an Absorption Centre in Israel"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R8BA5A865C6AE,exclude,E01,"Sociological/administrative study titled ""THE USE OF ANALYTICAL MODELS IN THE COMPARATIVE STUDY OF BUREAUCRATIC ORGANIZATIONS"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R24D75DDB7A3E,exclude,E01,"Sociological/administrative study titled ""Structural and Nonstructural Aspects of Power Distance Reduction Tendencies"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R5FBDE053AB70,exclude,E01,"Sociological/administrative study titled ""Decentralization and Urban Management"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R2E0243B86A70,exclude,E01,"Sociological/administrative study titled ""The End of Postcommunism: Trade Unions in Eastern Europe's Future"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R46454E6BF312,exclude,E01,"Sociological/administrative study titled ""ORGANIZATIONAL DOMAINS"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RD97145875900,exclude,E01,"Sociological/administrative study titled ""Successor Type and Organizational Change in the Corporate Enterprise"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RBB3AD9AD25CA,exclude,E01,"Sociological/administrative study titled ""Assessing Context And Ideology On The Behavior Of Denominational Bureaucrats"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
REDAD0B01F2DA,exclude,E01,"Sociological/administrative study titled ""Social Class and the Bureaucratic Response to Youthful Deviance"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R33D1F9D55CBA,exclude,E01,"Sociological/administrative study titled ""Do Women Representatives Regender Legislative Bureaucracy? Assessing the Effect of Representative Sex on Women's Presence among US Congressional Staff"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R743A873520CB,exclude,E01,"Sociological/administrative study titled ""Doing qualitative fieldwork in Cuba: social research in politically sensitive locations"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R3C266D5C0123,exclude,E01,"Sociological/administrative study titled ""The problem of African nationhood"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RA2E4C15DC467,exclude,E01,"Sociological/administrative study titled ""The Architecture of Collective Intimacy: Masonic Friendships as a Model for Collective Attachments"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R61E5F49001C5,exclude,E01,"Sociological/administrative study titled ""The Dilemmas of Contemporary Political Theory in the Conflict between Bureaucracy and Democracy"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R8FDCEA1337F6,exclude,E01,"Sociological/administrative study titled ""Variations in Traditional Marriage and Family Forms: Responses to the Changing Pattern of Family-Based Social Security Systems in Sierra Leone and Kenya"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RC93A4E3F399B,exclude,E01,"Sociological/administrative study titled ""Bureaucratic Caesarism: A Gramscian Outlook on the Crisis of Europe"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RE026CC176DA5,exclude,E01,"Sociological/administrative study titled ""Variables Influencing Same-Sex Domestic Partner Benefits for College and University Faculty and Employees"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R80D3DE5338E5,exclude,E01,"Sociological/administrative study titled ""BUREAUCRACY AND BRITISH SOCIALISM"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R255F2CC2001A,exclude,E01,"Sociological/administrative study titled ""Neopatrimonialism, the Power Elite and Bureaucratic Expansion"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R97CAE99ED5A8,exclude,E01,"Sociological/administrative study titled ""THE UNCHANGING BUREAUCRACY"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R48B15D545ED2,exclude,E01,"Sociological/administrative study titled ""Some Conceptual Issues in Individual and Group-Oriented Strategies of Intervention into Organizations"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R809D1BA2D37D,exclude,E01,"Sociological/administrative study titled ""Brasilia: Problematizing the Culture of a City State"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RBC9F4C8C34E2,exclude,E01,"Sociological/administrative study titled ""Agenda suprema: interesses em disputa no controle de constitucionalidade das leis no Brasil"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R899F2D041537,exclude,E01,"Sociological/administrative study titled ""The Bureaucracy: Part of Society or Its Contractor?"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R33C972D8B389,exclude,E01,"Sociological/administrative study titled ""Sprachplanung in einer Kleinsprache"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RD307AD7CDDB5,exclude,E01,"Sociological/administrative study titled ""The Interface of Globalization and Peripheral Land in the Cities of the South: Implications for Urban Governance and Local Economic Development"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R6243DF3934FC,exclude,E01,"Sociological/administrative study titled ""The Clash between Segmental Organizations and Governmental Bureaucracies"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R35DC9C5E7E47,exclude,E01,"Sociological/administrative study titled ""Feminists, Spirituality, and the Twelve Steps of Alcoholics Anonymous"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R39DF5E557374,exclude,E01,"Sociological/administrative study titled """"In the Corridors of Power"": How the Animal Movement Changed Australian Politics, 1979-1991"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RE7639D69DF9A,exclude,E01,"Sociological/administrative study titled ""Size and the Structure of Organizations: A Causal Analysis"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R9AF1F3E5AE14,exclude,E01,"Sociological/administrative study titled ""NOTES ON THE CONTROL AND RESPONSIBILITY OF THE BUREAUCRAT"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RBDAC7C2130FE,exclude,E01,"Sociological/administrative study titled ""Gender, Social Control and Community Services"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R36672575D43F,exclude,E01,"Sociological/administrative study titled ""THE BUREAUCRATIZATION OF POLICYMAKING IN POSTWAR JAPAN"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R87F6143F7B27,exclude,E01,"Sociological/administrative study titled ""BUREAUCRACY IN AN IMMOBILIST SOCIETY: THE CASE OF COSTA RICA"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RE424753D7C19,exclude,E01,"Sociological/administrative study titled ""The challenge of self-sufficiency: Women on welfare redefining independence"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RC4FE785058FB,exclude,E01,"Sociological/administrative study titled ""Romantic bureaucracy: Alexander Kojève's post-historical wisdom"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R3B1F44BDBD69,exclude,E01,"Sociological/administrative study titled ""Between vigilantism and bureaucracy: Improving our understanding of police work in Nigeria and South Africa"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R263B1A36C862,exclude,E01,"Sociological/administrative study titled ""Who had an occupation? Changing Boundaries in Historical U.S. Census Data"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R9C41DF8ADEEF,exclude,E01,"Sociological/administrative study titled ""La dimensión relacional del gobierno abierto y el liderazgo colaborativo"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RD129D750C1AE,exclude,E01,"Sociological/administrative study titled ""Politicization of Bureaucracy: A Framework for Measurement"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R3B638FD124D0,exclude,E01,"Sociological/administrative study titled ""The Hungarian Source"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RC313B1085C1C,exclude,E01,"Sociological/administrative study titled ""AIDS, Public Health and Drug Policy Autonomy or Dependency?"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RC1313B5BC10E,exclude,E01,"Sociological/administrative study titled ""Problems of Bureaucracy and Democracy in the Functioning of a Capitalist State"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RF322F7A56E03,exclude,E01,"Sociological/administrative study titled ""Bureaucracy and State Powers"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R7B560833D4A0,exclude,E01,"Sociological/administrative study titled ""Nationalities Problems in the Soviet Union: A Crisis of Institutions or a Crisis of Values?"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R9672F7F794EE,exclude,E01,"Sociological/administrative study titled ""Max Weber's Treatise on the Chinese Bureaucracy"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RDA589A3224A3,exclude,E01,"Sociological/administrative study titled ""Control Theory in Brazilian Organizations"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R6F385B6CC5FE,exclude,E01,"Sociological/administrative study titled ""State"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RAF3A6AD86CCE,exclude,E01,"Sociological/administrative study titled ""The Nature of Bureaucratic Knowledge"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R390824AA9E52,exclude,E01,"Sociological/administrative study titled ""THE CONCEPT OF POWER IN ELITE AND PLURALIST THEORIES"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RE9F26450BBD2,exclude,E01,"Sociological/administrative study titled ""The IntelCities e-Learning Platform, Knowledge Management System and Digital Library for Semantically-Rich e-Governance Services"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RB96A6BD33613,exclude,E01,"Sociological/administrative study titled ""A Systemic Approach to Improving the Engagement of Fathers in Child Safeguarding"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R0659A830A98E,exclude,E01,"Sociological/administrative study titled ""Recognition and Legitimisation of Sexual Orientation and Gender Identity (SOGI) at the UN: A Critical Systemic Analysis"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RFF16C6D10374,exclude,E01,"Sociological/administrative study titled ""Povratak „dvorskoj nauci”? – Ka konsekvencijalističkom promišljanju budućnosti etnologije / sociokulturne antropologije u Republici Srbiji i Republici Hrvatskoj"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R2584C33BA181,exclude,E01,"Sociological/administrative study titled ""The Administration of New Fiscal Populism"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R51F28765EE7C,exclude,E01,"Sociological/administrative study titled ""Zwischen Akten und Zetteln Notizen zu Literatur und Bürokratie/Between files and notes: Notes on literature and bureaucracy"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R02A0CE5E8E29,exclude,E01,"Sociological/administrative study titled ""Bureaucracy and Modernization in Uganda"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RD2D97C7BEE0B,exclude,E01,"Sociological/administrative study titled ""The police community on the move: hierarchy and management in the daily lives of Portuguese police officers"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RAE5135CA3183,exclude,E01,"Sociological/administrative study titled ""Unstable and effective boundaries. The Induction of organizations of unemployed into the State's welfare bureaucracy. Argentina (2003-2008)"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R7DABEC9C4A4F,exclude,E01,"Sociological/administrative study titled ""PROFESSIONAL ORIENTATION AND BUREAUCRATIC FORMS: VARIATION AMONG THREE SOCIAL WORK AGENCIES"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R7BD3E9DC406A,exclude,E01,"Sociological/administrative study titled ""Bureaucracy and Radial Politics: The Care of the Greater London Council"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RBBBDC03DF814,exclude,E01,"Sociological/administrative study titled ""The scales of justice: Balancing neutrality and efficiency in plea-bargaining encounters"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R249C6423EACF,exclude,E01,"Sociological/administrative study titled ""An Analysis of Clique Formation and Structure in Organizations"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R5828567291B7,exclude,E01,"Sociological/administrative study titled ""Bureaucracy under Putin -- Subject of Development or Inhibitor?"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R585FD7BF7A5B,exclude,E01,"Sociological/administrative study titled ""Women and the state: Käthe Truhel and the idea of a social bureaucracy"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R1E76BDD20166,exclude,E01,"Sociological/administrative study titled ""Technology and Bureaucracy"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R28337BFFC56F,exclude,E01,"Sociological/administrative study titled ""Ageism and Age Categorization"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RA062DB2B76DF,exclude,E01,"Sociological/administrative study titled ""Community Studies: Fifty Years of Theorization"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R41F4C19F978A,exclude,E01,"Sociological/administrative study titled ""Bureaucratic Categories and Ethnic Ascriptions: An Analysis of a Norwegian Housing Program in a Sami Region"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R5F7C7F8E6586,exclude,E01,"Sociological/administrative study titled ""Strategies of Organizational Survival: The Case of A National Program of Educational Reform"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R6DFE426081DC,exclude,E01,"Sociological/administrative study titled ""Myth and Reality of African Bureaucracies"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RC26A17CAFE8E,exclude,E01,"Sociological/administrative study titled ""Bureaucracy and place: expertise in the European Quarter"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R23AD11D9A97F,exclude,E01,"Sociological/administrative study titled ""Make-believe papers, legal forms and the counterfeit: Affective interactions between documents and people in Britain and Cyprus"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R409DCABB6D5D,exclude,E01,"Sociological/administrative study titled ""On Educative Administration and Administrators in Venezuela. Dynamics of Institutionalization and Professionalization of a Bureaucracy"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R949AF353A590,exclude,E01,"Sociological/administrative study titled ""The Relations Between the Governing and the Governed in the Province of Kutahya and Environs in the 17th Century"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R0A65D9513063,exclude,E01,"Sociological/administrative study titled ""Change in Crisis-Relevant Organizations: Police Departments and Civil Disturbances"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RF2F33F49427C,exclude,E01,"Sociological/administrative study titled ""When punishment and philanthropy mix: Voluntary organizations and the governance of the domestic violence offender"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RD78A44D83A3E,exclude,E01,"Sociological/administrative study titled ""Book Reviews -- Bureaucracy and Political Power by B. C. Smith / Bureaucracy by David Beetham"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RA873F3E5A902,exclude,E01,"Sociological/administrative study titled ""Temporal Discrimination and Parents with Learning Difficulties in the Child Protection System"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RE42866C02382,exclude,E01,"Sociological/administrative study titled ""Work Incentives and Worker Responses in Bureaucratic Enterprises: An Empirical Study"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R413059008D8B,exclude,E01,"Sociological/administrative study titled ""Managerial Change, Longevity, and Organizational Effectiveness"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RAF84B439D47F,exclude,E01,"Sociological/administrative study titled ""The Polyarchic Bureaucracy: Cooperative Resistance in the Workplace and the Construction of a New Political Structure of Organizations"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R7B9280BF37F1,exclude,E01,"Sociological/administrative study titled ""Bureaucrat's Table Games"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R2E01664BC230,exclude,E01,"Sociological/administrative study titled ""METAPHYSICAL PATHOS AND THE THEORY OF BUREAUCRACY"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RAEB1A634DDD2,exclude,E01,"Sociological/administrative study titled ""Foucault and the state"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R5175A1D0825B,exclude,E01,"Sociological/administrative study titled ""The Public Dimension of Good Government: Citizen Administration of the Collective Work"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R821882CB00B5,exclude,E01,"Sociological/administrative study titled ""Citizens of Humanity: Internationalism and the Imagined Community of Nations"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R91DB4B85A90D,exclude,E01,"Sociological/administrative study titled ""MEASURING THE DEGREE OF BUREAUCRATIZATION AT THE SOCIETAL LEVEL"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RBD557AE9717F,exclude,E01,"Sociological/administrative study titled ""Bureaucratic Aspects of International Health Agencies"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RE31857C0AB4C,exclude,E01,"Sociological/administrative study titled ""Everything Must Go? The Privatization of State Social Work"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R59CBEE31EC63,exclude,E01,"Sociological/administrative study titled ""Blurred boundaries: The discourse of corruption, the culture of politics, and the imagined state"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RD7E0F2D5D499,exclude,E01,"Sociological/administrative study titled ""Comment on Kevin D. Haggerty, ""Ethics Creep: Governing Social Science Research in the Name of Ethics"""" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R0E6A318C15FA,exclude,E01,"Sociological/administrative study titled ""The Police Bureaucracy and the Fall of the Soviet Regime"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RE4ABB1FC528C,exclude,E01,"Sociological/administrative study titled ""Japan's Taxing Bureaucrats: Fiscal Sociology and the Property-Tax Revolt"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R69652B6C054C,exclude,E01,"Sociological/administrative study titled ""Greek Americans and the Diaspora"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R200BD75FABF7,exclude,E01,"Sociological/administrative study titled ""Presentation of Self in Appeals to Bureaucracy: An Empirical Study of Role Specificity"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RD54830D6F641,exclude,E01,"Sociological/administrative study titled ""Die Unsichtbare Hand greift nach den Universitäten"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R7D291B12BA45,exclude,E01,"Sociological/administrative study titled ""A tale of three buildings: Certifying virtue in the new moral economy"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RC624C0EB96FB,exclude,E01,"Sociological/administrative study titled ""Sodomy in Enlightenment Prussia: From Execution to Suicide"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RA96B230DF24C,exclude,E01,"Sociological/administrative study titled ""Policing Borders, Producing Boundaries. The Governmentality of Immigration in Dark Times"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RE44DE011D80F,exclude,E01,"Sociological/administrative study titled ""Wake Up or Perish: Neo-Liberalism, the Social Sciences, and Salvaging the Public University"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RC879E66E584E,exclude,E01,"Sociological/administrative study titled ""Limits of possibilities of governmental participation in tolerance promotion (on the example of regional program)"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R15338448DF5C,exclude,E01,"Sociological/administrative study titled ""The Year 2015 in Sociocultural Anthropology: Material Life and Emergent Cultures"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
REB95C06F515E,exclude,E01,"Sociological/administrative study titled ""Understanding Bureaucracy"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R37C9B198033F,exclude,E01,"Sociological/administrative study titled ""SMALL FIRMS AND THEIR SIGNIFICANCE"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RD58536090D86,exclude,E01,"Sociological/administrative study titled ""Social Control Function of Holistic Health Care in Bureaucratic Settings: The Case of Space Medicine"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RF8A03BBBAE7D,exclude,E01,"Sociological/administrative study titled ""The Historical Context of Shareholder Value Capitalism"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RACD8B0357FF9,exclude,E01,"Sociological/administrative study titled ""The Bureaucratic Origins of Migrant Poverty: The Texas Cotton Industry, 1910-1930"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RF39DAECA99CF,exclude,E01,"Sociological/administrative study titled ""When looking for anarchy, look to the state: Fantasies of regulation in forcing disorder within the Australian Indigenous estate"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R206F24F67EAE,exclude,E01,"Sociological/administrative study titled ""Heroic Bureaucracies"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RCF60F177CF6E,exclude,E01,"Sociological/administrative study titled """"You're Going to Do What?"" Challenges of Autoethnography in the Academy"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R7DB52BA1B66F,exclude,E01,"Sociological/administrative study titled ""'For a Better Service to the King and the Republic': Forms of Access to the Civil Bureaucracy and Social Networks in Valledupar (Santa Marta), c. 1770-1808"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R9005221EC2AB,exclude,E01,"Sociological/administrative study titled ""Planned births, unplanned persons: ""Population"" in the making of Chinese modernity"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RBB9D7CB0D168,exclude,E01,"Sociological/administrative study titled ""Welfare Bureaucracy and Clientele Politics in Mexico"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R8B50A9EDFF7A,exclude,E01,"Sociological/administrative study titled ""A Generalized Theory of the Firm: An Integration of the Sales and Profit Maximization Hypotheses"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RE2EEBE0148BD,exclude,E01,"Sociological/administrative study titled ""Literacy mediation as a form of powerful literacies in community-based organisations working with young people in a situation of precarity"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R5AC9119D2268,exclude,E01,"Sociological/administrative study titled ""Teaching of Sociology: periodization and campaign for obligatoriness"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RC1D9FE75BD33,exclude,E01,"Sociological/administrative study titled ""Professionalization, Community Action and the Growth of Social Service Bureaucracies"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R672A38223935,exclude,E01,"Sociological/administrative study titled ""HUMAN RELATIONS AT THE MANAGEMENT LEVEL IN A BUREAUCRATIC SYSTEM OF ORGANIZATION"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RB367B065F1E0,exclude,E01,"Sociological/administrative study titled ""Interest Groups and Administrative Apparatus"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R75E77A0F4D9A,exclude,E01,"Sociological/administrative study titled ""Bureaucracy, Taxation and Justice: Daoism and State Building in Jiangnan (China), 17th-19th Centuries"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R88E27B5FDA32,exclude,E01,"Sociological/administrative study titled ""Digital Humanities for the Next Five Minutes"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R5B1A4D84EC20,exclude,E01,"Sociological/administrative study titled ""Natural Resources in Indian Legal System"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
